asset_id,asset_type,location,region,urban_type,size_m2,rooms,bathrooms,year_built,age_years,floor,building_floors,has_elevator,has_garden,has_balcony,garage,owner_occupied,public_transport_nearby,distance_to_center_km,energy_class,humidity_level,temperature_avg,noise_level,air_quality_index,valuation_k,condition_score,risk_score,luxury_score,env_score,last_verified_ts,price_per_sqm,quarter_built,decade_built,rooms_per_sqm,bathrooms_per_room,avg_room_size,location_premium,amenity_count,price_vs_region_avg,prediction_ts,size_bin,luxury_category,days_since_verification,hours_since_verification,age_category,efficiency_score,value_segment,anomaly_score,anomaly_flag
asset_1331,property,Palermo,south,semiurban,72,5,2,1998,27,1,6,1,0,0,1,1,0,1.17,F,65.6,13.5,33,125,110.8,0.565,0.458,0.2,0.3,2025-07-06 09:24:13+00:00,1538.85,1,1990,0.0694444444444444,0.4,14.4,1.0,2,0.3660577057978944,2025-07-28T21:00:42.745957,"(71.8, 87.7]",low,22,539.6113472811111,Modern,1.8466666666666665,Budget,-1,True
asset_1396,property,Florence,center,urban,116,4,3,1993,32,4,9,1,0,0,1,0,1,3.37,F,65.1,24.4,50,89,408.05,0.581,0.422,0.2,0.0,2025-07-21 16:44:13+00:00,3517.67,1,1990,0.0344827586206896,0.75,29.0,1.2,2,1.3889074303365885,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,7,172.27801394777777,Mature,4.221206896551724,Luxury,-1,True
asset_1785,property,Naples,south,urban,49,3,1,1966,59,2,7,1,0,0,1,1,1,16.47,G,68.1,13.8,28,53,85.05,0.54,0.441,0.2,0.7,2025-06-18 22:20:13+00:00,1735.8,1,1960,0.0612244897959183,0.3333333333333333,16.333333333333332,1.2,2,0.2809856306688711,2025-07-28T21:00:42.745957,"(39.841, 55.9]",low,39,958.6780139477777,Old,2.0828571428571427,Budget,-1,True
asset_1869,property,Padua,north,semiurban,158,2,3,2007,18,2,8,1,1,1,0,0,1,4.65,G,69.6,13.0,21,72,550.06,0.533,0.461,0.6,0.7,2025-07-17 07:05:13+00:00,3481.39,1,2000,0.0126582278481012,1.5,79.0,1.0,3,1.8640657820676036,2025-07-28T21:00:42.745957,"(151.3, 167.2]",mid,11,277.92801394777774,Modern,5.570227848101266,Luxury,-1,True
asset_1881,property,Trieste,northeast,semiurban,100,4,2,1991,34,3,7,1,0,0,0,1,1,0.39,G,69.5,16.3,20,134,195.84,0.575,0.407,0.0,0.3,2025-07-05 04:30:13+00:00,1958.39,1,1990,0.04,0.5,25.0,1.0,1,0.6660938432981042,2025-07-28T21:00:42.745957,"(87.7, 103.6]",low,23,568.5113472811112,Mature,1.9584000000000001,Mid-range,-1,True
asset_1903,property,Milan,north,urban,189,3,2,1964,61,0,4,1,1,0,1,1,1,0.01,E,65.6,13.8,40,60,253.54,0.581,0.406,0.6,0.7,2025-07-17 08:11:13+00:00,1341.48,1,1960,0.0158730158730158,0.6666666666666666,63.0,1.2,3,0.8592067017878418,2025-07-28T21:00:42.745957,"(183.1, 199.0]",mid,11,276.8280139477778,Old,2.1463703703703705,Mid-range,-1,True
asset_1982,property,Verona,north,semiurban,60,5,2,1998,27,1,3,0,1,0,0,1,0,5.76,F,67.6,13.2,24,129,157.45,0.57,0.436,0.2,0.3,2025-06-08 21:37:13+00:00,2624.15,1,1990,0.0833333333333333,0.4,12.0,1.0,1,0.5335729872860128,2025-07-28T21:00:42.745957,"(55.9, 71.8]",low,49,1199.3946806144445,Modern,3.1489999999999996,Budget,1,False
asset_2119,property,Naples,south,urban,100,2,3,1958,67,0,8,1,0,0,0,1,1,0.98,G,69.7,21.0,76,43,219.29,0.576,0.438,0.0,0.4,2025-07-04 16:05:13+00:00,2192.92,1,1950,0.02,1.5,50.0,1.2,1,0.7244837031084862,2025-07-28T21:00:42.745957,"(87.7, 103.6]",low,24,580.9280139477778,Old,2.1929,Mid-range,-1,True
asset_2133,property,Naples,south,urban,150,5,1,1998,27,3,7,1,1,0,0,1,1,2.04,G,69.3,15.4,38,83,270.42,0.588,0.441,0.4,0.3,2025-07-10 10:24:13+00:00,1802.82,1,1990,0.0333333333333333,0.2,30.0,1.2,2,0.8934054585006013,2025-07-28T21:00:42.745957,"(135.4, 151.3]",low,18,442.61134728111114,Modern,2.52392,Mid-range,1,False
asset_2249,property,Rome,center,urban,64,6,3,1980,45,1,6,1,1,1,0,0,0,4.75,F,68.7,13.4,64,77,123.36,0.573,0.439,0.4,0.4,2025-06-05 22:09:13+00:00,1927.55,1,1980,0.09375,0.5,10.666666666666666,1.2,3,0.4198887896246086,2025-07-28T21:00:42.745957,"(55.9, 71.8]",low,52,1270.8613472811112,Mature,2.6984999999999997,Budget,-1,True
asset_2336,property,Naples,south,urban,145,5,3,1966,59,1,9,1,0,1,0,0,1,9.82,F,65.8,24.3,43,95,416.53,0.559,0.42,0.4,0.3,2025-05-29 08:00:13+00:00,2872.61,1,1960,0.0344827586206896,0.6,29.0,1.2,2,1.376119279747265,2025-07-28T21:00:42.745957,"(135.4, 151.3]",low,60,1453.0113472811113,Old,4.02166896551724,Luxury,1,False
asset_2383,property,Genoa,north,urban,55,6,3,2009,16,0,2,0,1,1,0,0,1,0.56,F,65.5,25.0,69,123,123.39,0.535,0.467,0.4,0.0,2025-07-24 06:53:13+00:00,2243.49,1,2000,0.109090909090909,0.5,9.166666666666666,1.2,2,0.4181490689185209,2025-07-28T21:00:42.745957,"(39.841, 55.9]",low,4,110.12801394777779,Modern,3.1408363636363634,Budget,-1,True
asset_2504,property,Cagliari,islands,rural,69,5,3,2014,11,2,8,1,0,1,1,0,1,0.48,F,66.3,12.9,43,129,95.34,0.56,0.419,0.4,0.3,2025-06-17 14:17:13+00:00,1381.78,1,2010,0.072463768115942,0.6,13.8,0.8,3,0.3291806896977673,2025-07-28T21:00:42.745957,"(55.9, 71.8]",low,41,990.7280139477778,Modern,1.9344347826086954,Budget,-1,True
asset_2532,property,Rome,center,urban,162,5,3,1952,73,1,6,1,1,1,0,1,1,2.09,G,68.2,23.6,24,116,314.34,0.586,0.422,0.6,0.3,2025-07-20 05:33:13+00:00,1940.37,1,1950,0.0308641975308641,0.6,32.4,1.2,3,1.0699403544957804,2025-07-28T21:00:42.745957,"(151.3, 167.2]",mid,8,207.4613472811111,Old,3.1045925925925926,Premium,1,False
asset_2582,property,Naples,south,urban,97,2,2,1971,54,2,5,1,0,0,1,1,1,6.44,G,56.4,24.5,48,53,140.83,0.578,0.421,0.2,1.0,2025-06-24 02:19:13+00:00,1451.86,1,1970,0.0206185567010309,1.0,48.5,1.2,2,0.4652699161328292,2025-07-28T21:00:42.745957,"(87.7, 103.6]",low,34,834.6946806144445,Old,1.7422268041237114,Budget,-1,True
asset_2705,property,Rome,center,urban,146,2,2,1976,49,4,6,1,0,1,1,0,1,2.22,G,66.1,12.7,58,134,512.8,0.565,0.44,0.6,0.0,2025-07-03 10:15:13+00:00,3512.35,1,1970,0.0136986301369863,1.0,73.0,1.2,3,1.745452102136019,2025-07-28T21:00:42.745957,"(135.4, 151.3]",mid,25,610.7613472811111,Mature,5.61972602739726,Luxury,-1,True
asset_2748,property,Verona,north,semiurban,140,3,3,2006,19,2,9,1,0,0,1,0,1,3.44,G,69.7,20.3,62,117,441.0,0.582,0.42,0.4,0.0,2025-07-10 22:17:13+00:00,3149.97,1,2000,0.0214285714285714,1.0,46.66666666666666,1.0,2,1.494478802115793,2025-07-28T21:00:42.745957,"(135.4, 151.3]",low,17,430.7280139477778,Modern,4.409999999999999,Luxury,-1,True
asset_2783,property,Padua,north,semiurban,40,3,3,1974,51,0,7,1,0,1,0,1,1,14.19,F,69.7,24.2,56,77,139.29,0.588,0.425,0.2,0.4,2025-07-08 01:05:13+00:00,3482.18,1,1970,0.075,1.0,13.333333333333334,1.0,2,0.4720316379743964,2025-07-28T21:00:42.745957,"(39.841, 55.9]",low,20,499.9280139477778,Old,4.178699999999999,Budget,-1,True
asset_2824,property,Cagliari,islands,rural,101,4,1,2003,22,1,7,1,0,1,1,1,1,0.22,F,66.0,13.6,40,64,148.35,0.554,0.442,0.4,0.7,2025-05-29 21:12:13+00:00,1468.8,1,2000,0.0396039603960396,0.25,25.25,0.8,3,0.5122084677644617,2025-07-28T21:00:42.745957,"(87.7, 103.6]",low,59,1439.8113472811112,Modern,2.056336633663366,Budget,-1,True
asset_2877,property,Verona,north,semiurban,142,5,2,2005,20,2,3,0,0,1,0,1,1,1.72,G,66.2,18.2,35,47,307.41,0.587,0.391,0.4,0.7,2025-06-15 02:53:13+00:00,2164.87,1,2000,0.0352112676056338,0.4,28.4,1.0,1,1.041763556821805,2025-07-28T21:00:42.745957,"(135.4, 151.3]",low,43,1050.1280139477778,Modern,3.0308028169014083,Premium,1,False
asset_3046,property,Verona,north,semiurban,112,4,1,1974,51,0,7,1,1,1,0,1,1,1.57,G,65.6,17.8,33,63,212.78,0.579,0.438,0.4,0.7,2025-06-24 10:49:13+00:00,1899.79,1,1970,0.0357142857142857,0.25,28.0,1.0,3,0.7210775499188175,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,34,826.1946806144445,Old,2.65975,Mid-range,1,False
asset_3180,property,Genoa,north,urban,49,4,3,2018,7,3,5,1,0,1,1,1,1,1.3,F,65.8,12.8,75,77,75.01,0.578,0.402,0.4,0.4,2025-07-22 20:28:13+00:00,1530.83,1,2010,0.0816326530612244,0.75,12.25,1.2,3,0.2541969499925298,2025-07-28T21:00:42.745957,"(39.841, 55.9]",low,6,144.54468061444445,New,2.1431428571428572,Budget,-1,True
asset_3264,property,Naples,south,urban,56,3,3,1978,47,3,8,1,0,1,0,1,1,1.25,G,68.4,12.9,29,67,145.73,0.49,0.477,0.2,0.7,2025-07-10 14:38:13+00:00,2602.37,1,1970,0.0535714285714285,1.0,18.666666666666668,1.2,2,0.481458388681653,2025-07-28T21:00:42.745957,"(55.9, 71.8]",low,18,438.3780139477778,Mature,3.122785714285714,Budget,-1,True
asset_3400,property,Venice,northeast,rural,173,5,2,1991,34,1,3,0,0,1,1,1,0,2.33,G,66.7,24.2,27,54,347.5,0.547,0.453,0.6,0.7,2025-06-18 03:28:13+00:00,2008.7,1,1990,0.0289017341040462,0.4,34.6,0.8,2,1.1819220309747305,2025-07-28T21:00:42.745957,"(167.2, 183.1]",mid,40,977.5446806144444,Mature,3.2138728323699426,Premium,-1,True
asset_3423,property,Bologna,north,urban,62,6,3,2014,11,3,4,1,0,1,1,0,0,5.63,G,68.5,23.1,53,117,220.05,0.583,0.383,0.4,0.0,2025-06-17 21:53:13+00:00,3549.24,1,2010,0.0967741935483871,0.5,10.333333333333334,1.2,3,0.7457144226883907,2025-07-28T21:00:42.745957,"(55.9, 71.8]",low,40,983.1280139477777,Modern,4.968870967741935,Mid-range,-1,True
asset_3511,property,Bologna,north,urban,165,6,1,1964,61,1,6,1,1,1,1,1,0,7.21,D,69.2,13.6,50,99,527.55,0.58,0.426,0.8,0.0,2025-07-06 07:21:13+00:00,3197.27,1,1960,0.0363636363636363,0.1666666666666666,27.5,1.2,4,1.7877829751840968,2025-07-28T21:00:42.745957,"(151.3, 167.2]",high,22,541.6613472811111,Old,5.755090909090908,Luxury,-1,True
asset_3644,property,Bari,south,semiurban,116,6,3,2009,16,3,8,1,1,0,0,0,1,0.33,G,66.3,22.8,25,95,289.53,0.579,0.41,0.2,0.3,2025-07-02 01:52:13+00:00,2495.96,1,2000,0.0517241379310344,0.5,19.33333333333333,1.0,2,0.9565405014410142,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,26,643.1446806144444,Modern,2.995137931034482,Premium,1,False
asset_3694,property,Turin,north,urban,164,4,3,2003,22,0,1,0,0,0,0,0,1,4.79,G,65.3,19.8,46,97,414.57,0.588,0.376,0.2,0.3,2025-07-25 02:49:13+00:00,2527.84,1,2000,0.024390243902439,0.75,41.0,1.2,0,1.4049117392134791,2025-07-28T21:00:42.745957,"(151.3, 167.2]",low,3,90.19468061444445,Modern,3.0334390243902436,Luxury,1,False
asset_3725,property,Venice,northeast,rural,120,2,1,1962,63,3,9,1,0,0,0,1,1,5.4,G,68.5,24.5,53,118,386.35,0.525,0.49,0.0,0.0,2025-07-28 08:40:13+00:00,3219.59,1,1960,0.0166666666666666,0.5,60.0,0.8,1,1.3140592134304665,2025-07-28T21:00:42.745957,"(119.5, 135.4]",low,0,12.344680614444444,Old,3.2195833333333335,Premium,-1,True
asset_3763,property,Cagliari,islands,rural,119,6,3,1999,26,1,5,1,0,1,1,1,1,10.08,D,66.7,12.6,48,53,232.51,0.586,0.385,0.4,0.7,2025-06-13 02:12:13+00:00,1953.85,1,1990,0.0504201680672268,0.5,19.83333333333333,0.8,3,0.8027879396017188,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,45,1098.811347281111,Modern,2.735411764705882,Mid-range,1,False
asset_3823,property,Cagliari,islands,rural,81,5,1,2020,5,4,8,1,0,0,1,1,1,8.41,G,67.5,21.2,58,137,169.6,0.576,0.469,0.2,0.0,2025-07-15 02:22:13+00:00,2093.77,1,2020,0.0617283950617283,0.2,16.2,0.8,2,0.5855784033222292,2025-07-28T21:00:42.745957,"(71.8, 87.7]",low,13,330.64468061444444,New,2.5125925925925925,Budget,-1,True
asset_3839,property,Verona,north,semiurban,193,6,3,1981,44,4,8,1,0,0,0,1,1,13.69,F,69.2,24.4,60,33,589.01,0.56,0.458,0.2,0.4,2025-06-17 21:20:13+00:00,3051.86,1,1980,0.0310880829015544,0.5,32.166666666666664,1.0,1,1.9960611320503927,2025-07-28T21:00:42.745957,"(183.1, 199.0]",low,40,983.6780139477777,Mature,3.6622383419689113,Luxury,-1,True
asset_3857,property,Bari,south,semiurban,107,2,3,1996,29,2,6,1,0,0,1,1,0,0.38,E,67.9,24.4,56,88,233.4,0.587,0.418,0.2,0.0,2025-07-24 14:38:13+00:00,2181.3,1,1990,0.0186915887850467,1.5,53.5,1.0,2,0.7710998965092831,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,4,102.37801394777779,Modern,2.617570093457944,Mid-range,1,False
asset_3921,property,Padua,north,semiurban,137,4,1,1958,67,1,7,1,0,0,0,1,1,1.13,G,65.9,17.4,49,36,394.66,0.56,0.477,0.2,0.7,2025-06-11 21:00:13+00:00,2880.73,1,1950,0.0291970802919708,0.25,34.25,1.0,1,1.3374399184648955,2025-07-28T21:00:42.745957,"(135.4, 151.3]",low,47,1128.011347281111,Old,3.4568759124087594,Luxury,-1,True
asset_3985,property,Catania,south,semiurban,143,4,2,1986,39,2,9,1,0,1,1,1,1,4.78,G,67.3,24.6,26,128,392.1,0.49,0.509,0.6,0.3,2025-07-18 03:53:13+00:00,2741.93,1,1980,0.0279720279720279,0.5,35.75,1.0,3,1.2954081808967006,2025-07-28T21:00:42.745957,"(135.4, 151.3]",mid,10,257.1280139477778,Mature,4.387132867132868,Luxury,-1,True
asset_4103,property,Rome,center,urban,195,2,1,2017,8,4,9,1,0,0,1,1,0,1.14,D,68.9,24.9,40,140,682.65,0.588,0.382,0.4,0.3,2025-06-27 14:36:13+00:00,3500.76,1,2010,0.0102564102564102,0.5,97.5,1.2,2,2.323582054452327,2025-07-28T21:00:42.745957,"(183.1, 199.0]",low,31,750.411347281111,New,4.901076923076923,Luxury,-1,True
asset_4124,property,Naples,south,urban,79,3,3,1970,55,4,8,1,0,1,1,1,1,9.88,F,68.8,24.8,49,84,235.21,0.572,0.443,0.4,0.3,2025-06-14 00:22:13+00:00,2977.28,1,1970,0.0379746835443038,1.0,26.33333333333333,1.2,3,0.7770797200426242,2025-07-28T21:00:42.745957,"(71.8, 87.7]",low,44,1076.6446806144445,Old,4.168278481012658,Mid-range,1,False
asset_4126,property,Milan,north,urban,87,2,2,2001,24,1,6,1,0,0,0,0,1,0.33,F,67.1,13.3,57,79,163.42,0.549,0.47,0.0,0.4,2025-06-19 04:20:13+00:00,1878.43,1,2000,0.0229885057471264,1.0,43.5,1.2,1,0.5538043669881245,2025-07-28T21:00:42.745957,"(71.8, 87.7]",low,39,952.6780139477777,Modern,1.878390804597701,Budget,-1,True
asset_4138,property,Naples,south,urban,103,6,1,2009,16,2,6,1,0,0,0,1,0,3.42,F,68.4,24.8,71,49,209.71,0.565,0.444,0.0,0.4,2025-07-03 17:58:13+00:00,2036.04,1,2000,0.058252427184466,0.1666666666666666,17.166666666666668,1.2,1,0.6928335873905817,2025-07-28T21:00:42.745957,"(87.7, 103.6]",low,25,603.0446806144444,Modern,2.0360194174757282,Mid-range,-1,True
asset_4174,property,Padua,north,semiurban,84,6,3,1998,27,1,4,1,0,1,1,1,1,0.72,G,65.2,12.0,61,44,177.38,0.534,0.48,0.4,0.4,2025-05-31 16:32:13+00:00,2111.7,1,1990,0.0714285714285714,0.5,14.0,1.0,3,0.601112584851019,2025-07-28T21:00:42.745957,"(71.8, 87.7]",low,58,1396.4780139477778,Modern,2.9563333333333333,Budget,-1,True
asset_4271,property,Bologna,north,urban,182,2,2,2019,6,2,3,0,0,1,0,1,0,4.26,E,66.9,12.8,55,131,303.97,0.577,0.438,0.4,0.0,2025-07-12 17:42:13+00:00,1670.17,1,2010,0.0109890109890109,1.0,91.0,1.2,1,1.0301059443971377,2025-07-28T21:00:42.745957,"(167.2, 183.1]",low,16,387.3113472811111,New,2.338230769230769,Premium,-1,True
asset_4308,property,Venice,northeast,rural,131,6,1,1996,29,3,8,1,1,1,1,1,1,9.05,G,66.4,21.4,22,81,431.03,0.587,0.409,0.8,0.3,2025-06-30 02:51:13+00:00,3290.33,1,1990,0.0458015267175572,0.1666666666666666,21.83333333333333,0.8,4,1.4660254762907567,2025-07-28T21:00:42.745957,"(119.5, 135.4]",high,28,690.161347281111,Modern,5.92254961832061,Luxury,-1,True
asset_4311,property,Turin,north,urban,196,3,2,1981,44,4,5,1,0,1,1,0,1,0.22,E,69.8,13.8,57,127,419.84,0.587,0.462,0.6,0.0,2025-05-31 00:22:13+00:00,2142.02,1,1980,0.0153061224489795,0.6666666666666666,65.33333333333333,1.2,3,1.422770930340804,2025-07-28T21:00:42.745957,"(183.1, 199.0]",mid,58,1412.6446806144445,Mature,3.427265306122449,Luxury,-1,True
asset_4397,property,Verona,north,semiurban,55,5,2,2004,21,3,6,1,0,1,0,0,1,0.86,G,67.0,24.3,35,128,84.66,0.494,0.485,0.2,0.3,2025-07-13 13:33:13+00:00,1539.28,1,2000,0.0909090909090909,0.4,11.0,1.0,2,0.2868992639163788,2025-07-28T21:00:42.745957,"(39.841, 55.9]",low,15,367.46134728111116,Modern,1.8471272727272725,Budget,-1,True
asset_4443,property,Cagliari,islands,rural,111,6,3,2020,5,1,2,0,0,0,0,0,1,0.76,G,68.6,20.5,50,120,383.65,0.584,0.419,0.0,0.0,2025-05-31 11:21:13+00:00,3456.26,1,2020,0.054054054054054,0.5,18.5,0.8,0,1.324629448317059,2025-07-28T21:00:42.745957,"(103.6, 119.5]",low,58,1401.6613472811111,New,3.456306306306306,Premium,-1,True
